loop,colset,n_features,auc,auc_mean,oof_auc_train,oof_auc_train_mean,average_precision,uniqueness_ratio,n_rows,n_unique_rows,duplicate_rows,holdout_auc
6,motifs,74,0.625,0.6849999999999999,0.7368421052631579,0.65,0.8275866240781973,1.0,31,31,0,0.3
6,motifs_eig_centrality,98,0.49404761904761907,0.6799999999999999,0.5684210526315789,0.6833333333333333,0.8062169898651695,1.0,31,31,0,0.5
6,motifs_eig,84,0.46726190476190477,0.63,0.6052631578947368,0.7583333333333333,0.7527467519085889,1.0,31,31,0,0.6
6,eig,10,0.46428571428571425,0.67,0.6789473684210526,0.8083333333333333,0.7892591308551781,1.0,31,31,0,0.8
