decile_rank,n,positives,score_min,score_max,score_mean,negatives,precision,recall_incremental,recall_cumulative
1,9,1,0.15108725,0.2610618,0.20092703,8,0.1111111111111111,0.009345794392523364,0.009345794392523364
2,8,1,0.27442765,0.31304073,0.2921944,7,0.125,0.009345794392523364,0.018691588785046728
3,8,2,0.31700373,0.36432722,0.3365053,6,0.25,0.018691588785046728,0.037383177570093455
4,8,4,0.3757729,0.42118979,0.40180585,4,0.5,0.037383177570093455,0.07476635514018691
5,8,6,0.42233768,0.44899315,0.4336888,2,0.75,0.056074766355140186,0.1308411214953271
6,9,7,0.44972023,0.5376696,0.48411354,2,0.7777777777777778,0.06542056074766354,0.19626168224299062
7,8,1,0.5386351,0.593054,0.5638736,7,0.125,0.009345794392523364,0.20560747663551399
8,8,6,0.59917873,0.6372018,0.621875,2,0.75,0.056074766355140186,0.2616822429906542
9,8,7,0.6386644,0.70424324,0.67936534,1,0.875,0.06542056074766354,0.32710280373831774
10,8,7,0.70511657,0.7361199,0.72041744,1,0.875,0.06542056074766354,0.3925233644859813
11,9,6,0.7375362,0.7682007,0.75497675,3,0.6666666666666666,0.056074766355140186,0.4485981308411215
12,8,4,0.76919156,0.78360564,0.7764163,4,0.5,0.037383177570093455,0.48598130841121495
13,8,4,0.7852217,0.81144047,0.79732907,4,0.5,0.037383177570093455,0.5233644859813084
14,8,5,0.81723386,0.82284045,0.8193961,3,0.625,0.04672897196261682,0.5700934579439252
15,8,8,0.8277256,0.8403903,0.8351147,0,1.0,0.07476635514018691,0.6448598130841121
16,9,9,0.84094733,0.85304725,0.8489796,0,1.0,0.08411214953271028,0.7289719626168224
17,8,6,0.86052054,0.87041193,0.86399114,2,0.75,0.056074766355140186,0.7850467289719626
18,8,7,0.87257725,0.8855971,0.8767701,1,0.875,0.06542056074766354,0.8504672897196262
19,8,8,0.88895416,0.8953139,0.8913433,0,1.0,0.07476635514018691,0.9252336448598131
20,8,8,0.8971378,0.9253233,0.9073714,0,1.0,0.07476635514018691,1.0
